property_type;state;lat;lon;area_m2;price_usd
house;Quer‚taro;20.594.322;-100.365.929;286.0;183875.82
house;Jalisco;2.066.976;-105.204.857;70.0;35299.94
house;Sinaloa;23.256.596;-106.415.812;190.0;55320.8
house;Estado de M‚xico;19.524.088;-99.096.736;75.0;70757.94
house;Sonora;27.492.267;-109.958.231;236.0;115910.26
apartment;Distrito Federal;19.394.358;-99.177.444;195.0;289775.66
house;Nuevo Le¢n;257.075.214;-1.004.578.949;150.0;110969.16
house;Chihuahua;286.329.957;-1.060.691.004;274.0;173906.62
house;Tamaulipas;22.286.442;-97.889.847;81.0;44256.64
house;Morelos;18.926.889;-99.218.126;186.0;118544.58
apartment;Distrito Federal;19.287.568;-99.145.853;100.0;159320.71
house;Morelos;18.835.637;-99.252.857;200.0;63223.78
house;Nuevo Le¢n;25.723.516;-100.393.311;350.0;252895.12
house;Chiapas;19.750.508;-101.181.947;90.0;37934.26
apartment;Puebla;19.058.884;-98.260.885;104.0;92201.34
house;Distrito Federal;19.477.827;-99.216.217;229.0;157690.64
apartment;Morelos;18.963.312;-99.214.456;76.0;43729.78
apartment;Distrito Federal;19.393.656;-99.132.304;60.0;84845.35
apartment;Estado de M‚xico;19.607.218;-99.194.926;100.0;43202.91
house;Estado de M‚xico;191.617.587;-996.178.249;85.0;57968.87
house;Guerrero;167.795.417.527;-99.798.010.105;275.0;316118.9
house;Yucat n;210.411.724;-895.550.539;195.0;91632.19
house;Tabasco;1.800.557;-92.959.735;205.0;88513.29
apartment;Distrito Federal;19.441.809;-99.156.423;80.0;65120.49
house;Hidalgo;20.124.367;-98.735.725;150.0;92223.21
house;Veracruz de Ignacio de la Llave;209.673.656.268;-973.916.879.296;120.0;44783.51
apartment;Distrito Federal;19.391.819;-99.188.639;84.0;71653.61
apartment;Distrito Federal;19.375.412;-99.144.234;60.0;105372.96
house;Morelos;23.634.501;-102.552.788;180.0;63223.78
apartment;Distrito Federal;19.496.076;-99.204.251;60.0;36260.68
house;Sinaloa;248.053.549.677;-1.074.623.677.164;95.0;44794.13
apartment;Distrito Federal;19.309.196;-99.219.505;110.0;121863.83
house;Morelos;18.842.861;-99.225.906;120.0;105372.96
house;Veracruz de Ignacio de la Llave;2.551.485;-103.389.699;140.0;51632.75
house;Jalisco;20.532.264;-103.484.418;175.0;121178.91
house;Morelos;189.289.862;-991.802.147;100.0;47417.83
house;Yucat n;210.284.038.368;-896.530.058.049;81.0;39524.23
house;San Luis Potos¡;2.211.830.417;-1.010.321.938.992;360.0;245050.24
house;Estado de M‚xico;19.233.201;-99.558.519;115.0;110667.85
